status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
460639650790741_740259576162079,b'Always wondered what other 20 to 30 year old Singaporeans are doing with their financial lives and what are the areas you should focus on? Look no further! Here is a quick 3-min read on a list of basic items \xf0\x9f\x98\x8e #money #checklist #singapore #savings #investment #insurance',b'Working Adults: Money Checklist In Singapore 2017',link,https://blog.seedly.sg/working-adults-money-checklist-singapore/,17/8/2017 1:23,23,0,28
460639650790741_605143249673713,"b""Seedly officially launches on Android! \xf0\x9f\x99\x8c \nJoin over 1,600+ users on Singapore's simplest everyday personal finance app that saves you time and money! #launch #seedlysg #free \xf0\x9f\x92\xb8\n> Android link: http://get.seedly.sg/android\n> iOS link: http://get.seedly.sg/app""","b""Photos from Seedly's post""",photo,https://www.facebook.com/seedlysg/photos/a.477863522401687.1073741828.460639650790741/605142056340499/?type=3,7/11/2016 2:31,23,3,19
460639650790741_574630789391626,"b'At Seedly, we love to help you SAVE MONEY. We are giving away 2 pairs of GV tickets! \xf0\x9f\x8e\xa5 For a chance to win:\n1) Like the Seedly page, \n2) Share this post \n3) Tag 1 friend in the comments below, by end September!\n\xe2\x80\xa6\nBtw, Seedly has launched! Have you downloaded our iOS app? \xf0\x9f\x98\x81 http://get.seedly.sg/fb'",b'Timeline Photos',photo,https://www.facebook.com/seedlysg/photos/a.477863522401687.1073741828.460639650790741/574630789391626/?type=3,5/9/2016 6:02,23,21,17
460639650790741_849201861934516,"b'Retiring at 55 is the dream, but how much do you need to save monthly to get there?'",b'How Much Singaporeans Need To Save Now To Retire At 55 Or 62 Years Old - Seedly',link,https://blog.seedly.sg/the-ultimate-guide-to-how-much-you-need-to-save-now-to-retire/,18/4/2018 5:49,22,3,58
460639650790741_838980852956617,"b'Does your mobile plan suck?\nWe did a comparison of all the SIM-ONLY plans for all the telco in Singapore. \nAlso, leave reviews and read real user reviews on mobile plans in Singapore!'",b'Which Singapore Telco Plan Is Best For You: Data vs Price',link,https://blog.seedly.sg/singapore-telco-plan-comparison-data-price-best-plan/,28/3/2018 4:56,22,3,285
460639650790741_826170917570944,b'Is starting pay that good a representation of our education system?',b'Millennials Need No Sugarcoating. The Starting Pay For Fresh Uni Grads Only Looks Good In Number.',link,https://blog.seedly.sg/millennials-starting-pay-for-fresh-uni-grads-looks-good-in-number/,2/3/2018 22:20,22,0,5
460639650790741_806509562870413,b'A simple and accurate introduction to Peer-to-Peer (P2P) Lending Platforms and a comparison between the 4 main players in the Singaporean market today! Read real user reviews on these platforms today!',b'SG Peer-to-Peer (P2P) Lending Platform: Funding Societies vs MoolahSense vs Capital Match vs CoAssets Reviews(As of 2018)',link,https://blog.seedly.sg/p2p-comparison/,23/1/2018 4:30,22,3,12
460639650790741_798810273640342,b'Planning where to go to chill out with your friends can be a hassle especially if you\xe2\x80\x99re planning to get drinks. Check out the 7 cheapest bars in Singapore and their happy hour promotions!',b'7 Cheapest Bars in Singapore And Happy Hours You Must Know',link,https://blog.seedly.sg/7-cheapest-bars-in-singapore-and-happy-hours-you-must-know/,6/1/2018 22:17,22,2,8
460639650790741_792027910985245,"b'An alternative investment platform which Singaporeans can look at. Do take note of the difference in fees, now that Moolahsense implemented fees.'",b'SG Peer-to-Peer (P2P) Lending Platform Wars: Funding Societies vs MoolahSense vs Capital Match',link,https://blog.seedly.sg/p2p-comparison/,23/12/2017 3:39,22,3,12
460639650790741_778328652355171,b'Thinking of changing jobs? This Comprehensive Salary Guide could help you with that :) Where do you stand? #salary #singapore',b'The Ultimate Year 2017 Salary Guide For Singaporeans',link,https://blog.seedly.sg/salary-guide-singapore/,21/11/2017 4:46,22,4,50
460639650790741_762121220642581,b'A simple and accurate introduction to Peer-to-Peer (P2P) Lending Platforms and a comparison between the 3 main players in the Singaporean market today!',b'SG Peer-to-Peer (P2P) Lending Platform Wars: Funding Societies vs MoolahSense vs Capital Match',link,https://blog.seedly.sg/p2p-comparison/,12/10/2017 4:30,22,3,12
460639650790741_745647932289910,"b'If you have $10k of extra cash sitting in your bank account, this article could be for you. Hear from the best in Singapore and decide on what to invest in for the long term! \xf0\x9f\x98\x80\xf0\x9f\x92\xb0#investing #singapore #financebloggers'","b""How Will Some Of Singapore's Top Financial Bloggers Invest Their First $10K""",link,https://blog.seedly.sg/how-singapores-top-financial-bloggers-will-invest-their-first-10k/,31/8/2017 3:30,22,2,15
460639650790741_575352485986123,b'The Seedly team sharing with an MBA class on how fintech startups impact the finance industry in the South-East Asian market today and how Seedly aims to simplify personal finance management by 10x  \xf0\x9f\x91\x8d #seedlysg #hustle',"b""Photos from Seedly's post""",photo,https://www.facebook.com/seedlysg/photos/a.500789290109110.1073741829.460639650790741/575351705986201/?type=3,6/9/2016 22:55,22,0,0
460639650790741_843494682505234,b'Guide to REITs Investing in Singapore for working adults.',b'Working Adults: Guide to REITs Investing in Singapore - Seedly',link,https://blog.seedly.sg/working-adults-singapore-reits-investing/,5/4/2018 23:34,21,0,24
460639650790741_832475123607190,b'It is cheaper to die than to fall sick in Singapore? Find out the true cost of healthcare in Singapore!',b'The True Cost Of Healthcare In Singapore That Every Singaporean Should Be Aware Of',link,https://blog.seedly.sg/the-true-cost-of-healthcare-in-singapore-that-every-singaporean-should-be-aware-of/,15/3/2018 0:16,21,0,25
460639650790741_821539258034110,"b'We scroll through our Instagram at least once a day. If you are looking to take an occasional break from all the pictures of unfairly good-looking people, heavily edited photos of food and unaffordable luxury, here are some Instagram accounts that can help you get better with your finances.'",b'Young Working Adults: 12 Instagram Accounts That Help You Get Better At Personal Finance',link,https://blog.seedly.sg/young-working-adults-instagram-accounts-help-personal-finance/,22/2/2018 4:34,21,0,9
460639650790741_783900318464671,"b""In case you did not notice, Seedly's Content Page now has a new look!\nWe improved on our categorisation to allow better flow for our readers.\n\nHead over to https://blog.seedly.sg/ now, and check out the Comparison and Community tab to enhance your reading experience!""",b'Timeline Photos',photo,https://www.facebook.com/seedlysg/photos/a.477863522401687.1073741828.460639650790741/783900318464671/?type=3,4/12/2017 6:33,21,0,1
460639650790741_778751192312917,b'Need a simple way to get started managing your money? Look no further! Updated with 2017 insights. #simple #framework',b'The Complete Guide To Winning Your Personal Finance Game',link,https://blog.seedly.sg/beginner-series-tips-seedly-money-framework/,22/11/2017 4:45,21,0,18
460639650790741_758258081028895,"b'If you are sick of savings accounts with many conditions, here are the best no-frills savings accounts for you. Most ideal for Self-employed, Property agents, financial planners, and couples looking to start a Joint Account. Check out this simple 5-min read today! ;) #simple #interest #noconditions'",b'Cheat Sheet: Best Savings Accounts With No Conditions 2017',link,https://blog.seedly.sg/cheat-sheet-best-savings-accounts-no-conditions-2017/,2/10/2017 4:07,21,1,24
460639650790741_757847507736619,"b'If you were given 10 years to invest, what are some of they best investment products? We take a look at some common retail options available.'","b'What Are The Best Products For Short, Medium and Long-Term Investors?'",link,https://blog.seedly.sg/investment-product-short-medium-long-term/,1/10/2017 1:54,21,0,23
460639650790741_737901373064566,b'We did a comparison on all the fibre broadband plans. Start saving on your bills today!',b'Which Singapore Fibre Broadband Plan Is Best For You - Seedly',link,https://blog.seedly.sg/best-broadband-plan/,11/8/2017 22:03,21,3,18
460639650790741_634611196726918,b'Seedly is in the \xf0\x9f\x8f\x86 TOP 9 of the Finance category in the app store!  We would love to thank our users for your support and we have a ton of new features for you in the months ahead. Do keep your reviews and feedback coming and our team will do our best to keep improving your personal finance experience! Get started on Seedly now: http://get.seedly.sg. #resolutions #2017 #start',b'Timeline Photos',photo,https://www.facebook.com/seedlysg/photos/a.477863522401687.1073741828.460639650790741/634611196726918/?type=3,7/1/2017 0:19,21,0,1
460639650790741_863131267208242,"b'We look at some of the numbers to all the REITs in Singapore, and how they can help Singaporean make investment decisions.'","b""The Ultimate Review Of All The REITs In Singapore And Here's How You Can Learn To Invest.""",link,https://blog.seedly.sg/review-reits-singapore-invest/,18/5/2018 23:08,20,1,23
460639650790741_860113644176671,"b'What Is Meal Prep? \nDoing a Meal Prep means making your week, or days\xe2\x80\x99 worth of food ahead of time so you can heat it up in batches throughout the week, saving time and money. Here are reasons why meal prep saves you money as well as tips to begin.'",b'Singaporean Guide: Save Money With Meal Prep',link,https://blog.seedly.sg/singaporean-guide-save-money-meal-preps/,12/5/2018 2:13,20,2,2
460639650790741_855951284592907,"b""Survive on S$500 per month. Here's how to do the impossible!""",b'How To Survive On $500/Month',link,https://blog.seedly.sg/how-to-survive-on-500month/,2/5/2018 23:16,20,0,15
460639650790741_839993276188708,"b""Young or old, you'll need to know.""",b'Your 5 Minutes Guide to Central Provident Fund (CPF)',link,https://blog.seedly.sg/cpf-5-minutes-guide/,30/3/2018 4:20,20,2,9
460639650790741_755476344640402,"b'Did you know that Grab is the better app for Most Rides in Singapore while Uber wins out for Long Distances, but not during peak hours! :D\nBonus: ShopBack and TaxiBot are the best two tools for you to compare prices here in Singapore! :D\n\n#mindblown #Uber #Grab #Taxi'",b'Uber vs Grab vs Taxi: Which is the Better Hailing App in Singapore?',link,https://blog.seedly.sg/uber-vs-grab-vs-taxi-which-is-the-better-hailing-app-in-singapore/,24/9/2017 23:53,20,3,7
460639650790741_862276637293705,b'10 stocks you should be looking to buy in the next market crash.\n\nTime to save this article for rainy days. \xf0\x9f\x98\x89',b'10 Stocks To Buy In The Next Market Crash',link,https://blog.seedly.sg/stocks-to-buy-in-the-next-market-crash/,16/5/2018 22:18,19,0,14
460639650790741_852320731622629,"b""Treatment of cancer in Singapore is said to cost to be S$8,000 to S$17,000 per month. Singapore's median household income? S$3,500.""",b'Can You Afford Cancer Treatment? An Insight On The True Cost Of Cancer Treatment In Singapore.',link,https://blog.seedly.sg/true-cost-cancer-treatment-singapore/,25/4/2018 4:24,19,3,67
460639650790741_851480561706646,"b'Revisiting some goodies. Investment blogger, InvestmentMoats on investing and his advice for Singaporeans starting on their investment journey.'",b'InvestmentMoats: Advice For Singaporeans Starting On Their Investment Journey - Seedly',link,https://blog.seedly.sg/investmentmoats-advice-singaporeans-starting-investment/,23/4/2018 5:51,19,0,3
460639650790741_850422335145802,b'What are you really paying for when you buy a car in Singapore? \xf0\x9f\x92\xb5\xf0\x9f\x92\xb5',b'Cost of Getting A Car In Singapore 2018: What Contributes To The High Car Price?',link,https://blog.seedly.sg/factors-cost-car-price-singapore/,20/4/2018 21:39,19,0,12
460639650790741_820019171519452,"b'Do you think the Government has ""given more"" or ""taken more"" in this year\'s 2018 Budget? :) Let us know below! Or head over to our community to join in the debate. #sgbudget2018'",b'Singapore Budget 2018: Increase in GST by 2% in the period from the year 2021 to 2025',link,https://blog.seedly.sg/singapore-budget-2018-every-dollar-spent-wisely/,19/2/2018 5:14,19,2,57
460639650790741_782896658565037,"b'Whoever told you that keeping fit is expensive has yet to read this article. Yoga session below $25, professional workout session below S$5, Zumba class below S$15 etc.'",b'Cheap And Affordable Programs To Keep Fit In Singapore Without Heading To A Gym',link,https://blog.seedly.sg/cheap-affordable-keep-fit-singapore-without-gym/,1/12/2017 22:13,19,3,18
460639650790741_759410290913674,"b'A typical Singaporean male has 36 years to save at least 18 years worth of expenses. For a female, the saving curve is steeper at 38 years to save 23 years.'",b'How Much Savings Should An Average Singaporean Have Accumulated By A Certain Age?',link,https://blog.seedly.sg/how-much-savings-accumulated-by-age/,5/10/2017 4:59,19,1,12
460639650790741_758884557632914,"b""It all starts by saying goodbye to your monthly allowance from your parents! Find out if you're on the path to financial success with this checklist :)""",b'How To Know: The Right Path To Financial Success Before 30 - Seedly',link,https://blog.seedly.sg/how-do-i-know-if-i-am-financially-stable/,3/10/2017 19:14,19,1,6
460639650790741_748409545347082,b'Want to double your investment capital? Find out more about the law of 72 and how it applies to you! Together with a Singapore-based strategy which picks out the right product based on your time frame :) #investment #law72 #double',b'How Long Does It Take To Double Your Money In Singapore?',link,https://blog.seedly.sg/how-long-does-it-take-to-double-your-money/,7/9/2017 6:31,19,4,14
460639650790741_744030279118342,"b'If you are more risk averse, getting a loan from the HDB might be the better option. Useful tips from our community included in this article!'",b'The Complete Guide: Bank Loan vs HDB Loan - Seedly',link,https://blog.seedly.sg/the-complete-guide-bank-hdb-loan/,26/8/2017 22:30,19,0,24
460639650790741_737110049810365,b'Are you planning a year-end getaway soon?  Do note that different payment options can save you a ton of money especially for Low-Cost Budget Carriers! #cheaper #budget #holiday',b'Travel Hack: SG Discounted Airfares',link,https://blog.seedly.sg/ditching-the-card-for-a-discount-airfare/,10/8/2017 2:17,19,1,11
460639650790741_735462989975071,b'We found that Singaporeans \xe2\x98\xba\xef\xb8\x8f are generally interested to improve their basic knowledge of Insurance. We decided to share the most frequently asked 4 questions today:\n1) Buying from Agent vs DIY \n2) Buy all from one agency vs many agencies\n3) Should I consider ILP?\n4) Whole Life vs Term Life debate\n#sharing #community #caring #learn #insurance',b'Working Adults: 4 Frequently Asked Insurance Questions',link,https://blog.seedly.sg/working-adults-4-frequently-asked-insurance-questions/,5/8/2017 22:34,19,5,6
460639650790741_709787659209271,b'POSB vs OCBC vs Maybank vs Phillip. Who provides the cheapest Regular Savings Plan?',b'Which Regular Savings Plan Is The Cheapest?',link,https://blog.seedly.sg/which-regular-savings-plan-is-the-cheapest/,13/6/2017 4:15,19,2,15
460639650790741_563503953837643,b'Seedly is looking for a Full-Stack Developer/Pokemon-Trainer to join us to help a million users save time and spend smarter! #serious #pokemonGO #fintech #seedlysg Do help share~!',b'Startup Jobs with Seedly Singapore',link,http://buff.ly/2aCNEfs,11/8/2016 3:30,19,0,5
460639650790741_856415847879784,"b'Save money, you shall. \n\nMay the force be with you when it comes to saving money.'",b'20 Easy Ways to Save Money in Singapore',link,https://blog.seedly.sg/20-easy-ways-to-save-money-in-singapore/,3/5/2018 22:51,18,4,9
460639650790741_851896664998369,"b'HDB Loan vs Bank Loan! Which is better?\nIf you are more risk averse, getting a loan from the HDB might be the better option. Useful tips from our community included in this article!'","b'The Complete Guide: Bank Loan vs HDB Loan, Which Is Better?'",link,https://blog.seedly.sg/the-complete-guide-bank-hdb-loan/,24/4/2018 5:00,18,7,7
460639650790741_845392525648783,"b'\xe2\x80\x9cCharging teachers for parking their cars when at times they worked longer hours for students without asking anything back?\xe2\x80\x9d\n\nThat was exactly what we thought, but it wasn\xe2\x80\x99t until we chanced upon a heartfelt Facebook post of Mindy, that we see the need to write about it.'","b'A Touching Facebook Post And The True Cost Of Being A Teacher In Singapore (Salary, teaching hours and workload)'",link,https://blog.seedly.sg/teachers-salary-in-singapore-teaching-hours-workload/,9/4/2018 23:08,18,1,15
460639650790741_839415972913105,b'Seedly Recommends: The Singaporeans\xe2\x80\x99 Guide: What To Do In Johor Bahru (JB)',b'Best Things To Do In Johor Bahru: Based On Real User Reviews',link,https://blog.seedly.sg/best-things-to-do-in-johor-bahru-based-on-real-user-reviews/,28/3/2018 23:49,18,5,4
460639650790741_825709200950449,"b""We're exactly 7 hours away from possibly the most important moment of your lives. What would you do if you won the $12 Million Hong Bao Draw tonight?""",b'What Will You Do If You Won The $12 Million TOTO - Seedly',link,https://blog.seedly.sg/what-will-you-do-if-you-won-the-12-million-toto/,2/3/2018 1:32,18,0,1
460639650790741_811523842368985,b'Here\xe2\x80\x99s why a majority of cool people choose to invest in a Regular Savings Plan. Check out the power of compounding interest and dollar cost averaging in this article!',b'Regular Savings Plan: The Piggy Bank For Working Adults',link,https://blog.seedly.sg/regular-savings-plan-the-piggy-bank-for-working-adults/,2/2/2018 0:03,18,2,27
460639650790741_784634388391264,"b'------------------------SEEDLY GIVEAWAY------------------------\n\nTo help Singaporeans make better financial decisions, we have decided to work with ShareInvestor as an event partner to let 10 lucky winners go for free!\n\nNothing is more valuable than knowledge!\n\nSimply follow the steps below to win:\n\n1) Be in https://www.facebook.com/groups/seedlyfinance/\n2) Like ShareInvestor Pte Ltd on Facebook\nShare this post on Facebook.\nWinner to be announced on 13 December 2017. Cheers!'",b'Community Giveaway: Learn About Passive Incomes And The Power Of It',link,https://blog.seedly.sg/community-giveaway-learn-about-passive-incomes-and-the-power-of-it/,5/12/2017 23:19,18,19,62
460639650790741_781617352026301,b'86% believe that cheap and authentic food will always be available in Singapore. This explains why we will pay S$20 for a bowl of ramen but will scream \xe2\x80\x9cmurder\xe2\x80\x9d if a bowl of bak chor mee costs more than S$5. \xf0\x9f\x98\x82 #guilty',b'Commentary: Why are we willing to pay S$20 for a bowl of ramen but not bak chor mee?',link,http://www.channelnewsasia.com/news/commentary/commentary-why-are-we-willing-to-pay-s-20-for-a-bowl-of-ramen-8938768,29/11/2017 1:28,18,2,4
460639650790741_754617148059655,b'An individual on a Regular Savings Plan can potentially invest in the same amount as a lump-sum investor for lower cost!',b'Working Adults: Should I Invest A Small Sum Regularly Or A Big Sum At One Go',link,https://blog.seedly.sg/dollar-cost-averaging-vs-lump-sum-investing/,22/9/2017 21:46,18,1,16
460639650790741_732025170318853,"b'These startups are voted best, by our community to shop more efficiently online. Check it out! #sharing #caring #community #voice \nCarousell,ShopBack,Money Digest,TaxiBot,RateX,Fave,ezbuy Singapore!\n____________________\nCOMMUNITY SPECIAL:\nFor Existing SHOPBACK Users - Get $3 cash now (first 500 readers):\n1) Join the Seedly personal finance group (http://bit.ly/2tIQTaR) and the Smart Shoppers Group (http://bit.ly/2tIPYa7)\n2) Share this article on Facebook!\n3) Enter your Shopback account email at this form (http://bit.ly/2tJ24jL)\nThe extra $3 cash back will be credited to your SHOPBACK account by 5 Aug.\n_____________________\nFor New SHOPBACK Users - Get $8 now (unlimited)\nSimply head to this page (https://www.shopback.sg/seedly) and sign up now!'",b'The Complete List Of Money Saving Tools In Singapore 2017',link,https://blog.seedly.sg/the-complete-list-of-money-saving-tools-in-singapore-2017/,28/7/2017 22:00,18,3,22
460639650790741_727261147461922,"b""Here's how a Regular Savings Plan (RSP) can fit into the financial planning for cool working adults.""",b'Regular Savings Plan: The Piggy Bank For Working Adults',link,https://blog.seedly.sg/regular-savings-plan-the-piggy-bank-for-working-adults/,18/7/2017 4:33,18,2,27
460639650790741_618288948359143,"b'<NEW FEATURE> Based on popular demand, you can now input manual transactions to get a full picture of your personal finances and budget management today! ""Bought that plate of chicken rice for $2.50? Input it now with the big blue plus button!"" :)\n__________________\nUpdate your Seedly app to the latest version today and let us know what you think! #awesome #user #feedback.  \n>http://get.seedly.sg/app'",b'Timeline Photos',photo,https://www.facebook.com/seedlysg/photos/a.477863522401687.1073741828.460639650790741/618288948359143/?type=3,5/12/2016 1:55,18,0,2
460639650790741_549915175196521,"b'Tee Ming, our CTO, co-founder of Seedly has been featured on Lianhe Zaobao Singapore news. A lead up as we head into our launch. ""Tee Ming is an alumnus of the NUS School of Computer Science""'",b'\xe6\x9d\xa1\xe6\x9d\xa1\xe5\xa4\xa7\xe8\xb7\xaf\xe9\x80\x9a\xe7\xbd\x97\xe9\xa9\xac \xe9\x9d\x9e\xe4\xb8\x80\xe8\x88\xac\xe6\x97\x85\xe7\xa8\x8b\xe8\xb7\xa8\xe8\xb6\x8a\xe5\xa4\xa7\xe5\xad\xa6\xe4\xb9\x8b\xe9\x97\xa8',link,http://www.zaobao.com.sg/lifestyle/education/live/story20160707-638038,7/7/2016 22:40,18,0,3
460639650790741_853207221533980,"b'A typical Singaporean male has 36 years to save at least 18 years worth of expenses. \n\nFor a female, the saving curve is steeper at 38 years to save 23 years.'",b'How Much Savings Should An Average Singaporean Have Accumulated By A Certain Age?',link,https://blog.seedly.sg/how-much-savings-accumulated-by-age/,27/4/2018 21:00,17,1,8
460639650790741_850038355184200,"b'Taking time off to train and take your IPPT can be quite a chore. On a bright side, your IPPT incentive can help you save up to $7,230 in 10 years. Never belittle the rewards you can potentially earn every year. \n\nHopefully, this gives you a little more motivation to this yearly routine.'",b'Your IPPT Incentives Are Worth More Than You Think',link,https://blog.seedly.sg/your-ippt-incentives-are-worth-more-than-you-think/,20/4/2018 1:38,17,8,7
460639650790741_820568551464514,"b'Is our Bak Chor Mee and Nasi Lemak Subjected to Goods and Services Tax (GST)?\n\xe2\x80\x9cAn average household\xe2\x80\x99s expenditure for the lower 20% is at $2,286.30 per month.\nWith the additional GST, it will incur an additional cost of $42.74.\nThat adds up to an additional cost of $512.81 each year.\xe2\x80\x9d'",b'Is Our Nasi Lemak Subjected to GST? An insight on how GST Increment Affects Cost Of Living For Poorer Singaporeans.',link,https://blog.seedly.sg/nasi-lemak-affects-cost-poorer-singaporeans/,20/2/2018 5:56,17,1,15
460639650790741_813844088803627,"b'How much does it cost to franchise Singapore Pools, McDonald\xe2\x80\x99s and Ya Kun?'",b'How Real Is Your Franchising Dream in Singapore?',link,https://blog.seedly.sg/how-real-is-your-franchising-dream-in-singapore/,6/2/2018 23:06,17,1,7
460639650790741_746833728837997,"b'Seedly is thick-skin enough to get financial advice from some of the best investment bloggers in the market. For this week, we peep into STE Stocks Investing Journey\xe2\x80\x99s portfolio for his investing secrets.'","b""Investment Blogger Shares His Best Financial Advice And Investment Portfolio - STE's Stocks Investing - Seedly""",link,https://blog.seedly.sg/investment-blogger-shares-best-financial-advice-investment-portfolio-stes-stocks-investing/,2/9/2017 23:29,17,1,14
460639650790741_737148246473212,"b""This is a common question we get from working adults. When should you actually look to start investing? Let's take a look at the key differences between Savings vs Investing in Singapore to get started! #savings #investing #singapore #start \xf0\x9f\x98\x89\xf0\x9f\x98\x80""",b'Working Adults: When Should I Begin Investing? - Seedly',link,https://blog.seedly.sg/working-adults-begin-investing-saving/,10/8/2017 4:11,17,0,2
460639650790741_734322926755744,"b""How much does it cost to franchise Singapore Pools, McDonald's and Ya Kun? No joke, we dropped Singapore Pools an Email for this article.""",b'How Real Is Your Franchising Dream In Singapore?',link,https://blog.seedly.sg/how-real-is-your-franchising-dream-in-singapore/,3/8/2017 4:30,17,3,20
460639650790741_639591796228858,"b'Many Singaporeans spend money on things that they can get for free. If you take out just a little bit of time to work around it, you can easily save hundreds per month!'",b'11 Things You Shouldn\xe2\x80\x99t Pay For But Probably Are',link,https://blog.seedly.sg/11-things-you-shouldnt-pay-for-but-probably-are/,18/1/2017 2:01,17,0,5
460639650790741_585756938279011,"b'""Repay all your student loans, replace Starbucks with Kopi Kosong to save your wallet and waistline, replace Cafes with Hawker Centres so that you can be the de facto expert on Cheap and Good eats"" Everyday actions add up :)'",b'Fresh Graduate 101: How Much Should I Save? And Should I Invest?',link,https://blog.seedly.sg/fresh-graduate-101-how-much-should-i-save-and-should-i-invest/,29/9/2016 1:48,17,0,7
460639650790741_562409840613721,"b""<EDIT> Seedly is #trending! In one day, we have moved up 432 places to 21st in the Finance-Free category on the iOS app store and it's because of your help :) What would be even more amazing would be if you could leave us a positive review on the app store! Or just share with us some of your thoughts if you have tried Seedly out! #fintech #seedlysg Save time, Spend smarter.""","b""Photos from Seedly's post""",photo,https://www.facebook.com/seedlysg/photos/a.477863522401687.1073741828.460639650790741/562409203947118/?type=3,8/8/2016 9:21,17,1,1
460639650790741_854063648115004,b'\xe2\x9c\x88\xef\xb8\x8f Here are some quick hacks to go on your next holiday trip without breaking the bank. Happy Sunday everyone!!',b'These Hacks Can Help You Save Money For Your Next Holiday',link,https://blog.seedly.sg/these-hacks-can-help-you-save-money-for-your-next-holiday/,29/4/2018 0:14,16,0,12
460639650790741_850152481839454,"b'With regards to the recent price movement, anyone knows what is the reason for it?'","b""A Quick Singaporeans' Guide: Cryptocurrencies And Factors Affecting The Price - Seedly""",link,https://blog.seedly.sg/a-quick-singaporeans-guide-to-cryptocurrencies-and-factors-affecting-the-price/,20/4/2018 7:54,16,1,2
460639650790741_812074528980583,"b'What Is Meal Prep? Doing a Meal Prep means making your week, or days\xe2\x80\x99 worth of food ahead of time so you can heat it up in batches throughout the week, saving time and money. Here are reasons why meal prep saves you money as well as tips to begin.'",b'Singaporean Guide: Save Money With Meal Prep',link,https://blog.seedly.sg/singaporean-guide-save-money-meal-preps/,3/2/2018 2:27,16,2,5
460639650790741_753184474869589,"b""Always wondered how much you need to save monthly to hit your $100k amount in 5 years? Here's a simple 5-min article to let you know exactly that, with a simple strategy and recommended financial products for you to consider! ;) #save #100k #singaporean #story""","b""Here's How Much You Need Each Month To Save $100K In Singapore - Seedly""",link,https://blog.seedly.sg/save-100k-years-month/,19/9/2017 4:58,16,2,13
460639650790741_751635155024521,b'There is more than meets the eye when it comes towards choosing a house based on its location or sun-facing. The most important thing would be to understand the financial aspect of things and this article will help you do so. \xf0\x9f\x98\x8a',"b'A Guide To Buying Your First Property In Singapore - BTO, EC and Resale Flats'",link,https://blog.seedly.sg/a-guide-to-buying-your-first-property-in-singapore-bto-ec-resale-flats/,15/9/2017 21:33,16,0,9
460639650790741_750570391797664,"b'Ever wondered what moves the price of Bitcoins, Litecoins and the rest of the cryptocurrencies? Here\xe2\x80\x99s your 5 minutes crashCourse to cryptocurrencies.'","b""A Quick Singaporeans' Guide To Cryptocurrencies And Factors Affecting The Price - Seedly""",link,https://blog.seedly.sg/a-quick-singaporeans-guide-to-cryptocurrencies-and-factors-affecting-the-price/,13/9/2017 4:22,16,2,4
460639650790741_747959985392038,"b""If you have been looking for an unbiased and open way to get better at your personal finances, there isn't a better place to be than the Seedly SG personal finance group. Join us today and learn from individuals from a variety of industries that aim to help you make smarter financial decisions. (no selling or advertising, just pure sharing) :D\nJoin us here and say hello! Do share this with your friends who are keen to learn and participate along as well! :)\nhttps://www.facebook.com/groups/seedlyfinance/ #learn #growth""",b'Why The Singapore Personal Finance Community Is Important',link,https://blog.seedly.sg/seedly-community/,5/9/2017 22:35,16,1,4
460639650790741_747701642084539,b'Retiring at age 55 is the dream for many Singaporeans. How much do you need to start saving every month to do so?',b'How Much Singaporeans Need To Save Now To Retire At 55 Or 62 Years Old - Seedly',link,https://blog.seedly.sg/the-ultimate-guide-to-how-much-you-need-to-save-now-to-retire/,5/9/2017 5:06,16,7,20
460639650790741_744491109072259,"b'For those starting out on investments and trading, do read this article to understand what is a brokerage and if you should setup a local or overseas brokerage! #save #fees #trading :D'",b'What 12 Years Of Investing Taught Me About Local And Overseas Brokers - Seedly',link,https://blog.seedly.sg/years-investing-local-overseas-brokers/,28/8/2017 4:27,16,5,12
460639650790741_547039925484046,b'Ever wonder what goes on behind a fintech startup? Read more to find out what we have been up to! A ton of Hustle and Development :) Launch details coming soon...',b'Seedly: Behind the Scenes',link,https://seedlysg.tumblr.com/post/146696297077/seedly-behind-the-scenes,30/6/2016 3:36,16,0,0
460639650790741_859261934261842,b'How do Ah Beng Handphone Shops Survive?',b'Ah Beng Handphone Shop: How They Make Money and How They Fit Into The Economy?',link,https://blog.seedly.sg/ah-beng-handphone-shop-make-money-fit-into-economy/,10/5/2018 5:05,15,3,16
460639650790741_855551811299521,b'We heard you! We understand that many of your advisor-friends are ringing you up so before you jump right in. We found out some things for you!',b'GREAT270: Short-Term Endowment Plans & Factors To Consider',link,https://blog.seedly.sg/great270-short-term-endowment-factors/,2/5/2018 7:30,15,1,8
460639650790741_847781682076534,b'Spend 10 minutes on this article to be the next REITs Investing guru. A good insight and comprehensive breakdown of all the factors to look out for when choosing the right REIT to invest in.',b'How To Choose The Right REITs To Invest In? Here Are 5 Things To Lookout For.',link,https://blog.seedly.sg/choosing-the-right-reits-invest/,15/4/2018 2:38,15,0,14
460639650790741_844400912414611,"b""Remember getting vanilla cones for $0.50 at the MacDonald's' in your neighbourhood?""",b'How Much Have Macdonalds Prices Increased Over The Years? - Seedly',link,https://blog.seedly.sg/how-much-have-macdonalds-prices-increased-over-the-years/,7/4/2018 21:27,15,1,16
